square_feet,bedrooms,bathrooms,floors,house_age,garage_spaces,distance_city_center,school_rating,crime_rate,property_tax,parks_nearby,shopping_malls_nearby,public_transport_score,lot_size,neighborhood_quality,price
1216,3,2,1,34,2,7.622312811186582,9.434304701336098,0.3248132203589471,1891,4,3,2.4501060704425033,9104,4.593478456140194,239862.77410387996
4574,4,2,2,20,2,7.383185070555742,2.5033760320433736,8.208533046946634,3987,1,0,3.3170408905833177,6184,7.713683627304336,592274.5597583356
3867,1,2,1,35,1,6.834016046303122,7.458810277084684,2.757296369807559,7112,0,1,9.330972186888022,2984,2.206744947594849,525310.2758691856
1425,4,3,2,16,1,27.75246799277259,7.794808598342469,7.965485540464985,5447,4,1,2.2693240984168193,3798,3.8261323922035135,179814.30201383072
2116,4,1,2,31,0,25.7273184399499,1.8007798228240453,2.88217582955867,2362,2,1,9.718295920692864,8603,2.0668684327808347,247109.995791786
3746,1,3,2,5,2,23.471619535335513,8.751244466647584,1.9432635387377428,1925,1,0,5.542646951936768,2493,5.0939780416554825,482230.3471487945
1012,3,2,2,23,0,12.3893183125026,8.317945423997594,9.739355741044275,6519,1,0,5.10946097290148,3679,5.968038518967859,130028.73224468247
1328,4,2,1,26,2,15.627040424664237,1.30062705919691,3.6164532775501956,3443,0,1,2.5717454261771904,2625,2.9004442296647714,253900.28721365487
3948,2,1,2,19,1,14.465620599059433,1.8197597339204634,6.0137621144316045,3577,0,2,6.953871254342327,4017,1.239685182226945,491747.2490779009
3408,1,3,2,24,0,8.348545119221807,1.4421420450266709,6.099814928144715,4980,2,2,5.138609665260231,2847,7.474202485754708,412827.35809002194
1275,5,2,2,1,0,15.645813338314241,4.01269178619426,5.604734821735018,3405,1,3,4.335967611218991,4246,1.1800464798355166,185741.57180050516
4065,3,1,1,8,2,1.8843998877298795,5.583600916119336,9.146957435212146,2419,0,0,3.3806459672676277,2316,9.760623480355205,489329.1964659609
3104,1,2,1,27,2,4.822500831426316,5.791129551591659,6.744410713668685,3875,1,3,1.5983812271338478,2950,2.994465310681559,384543.9889404038
3567,5,1,2,37,2,26.711098288899446,3.409000837924984,4.037330041049302,1059,2,3,5.673953048959862,1223,6.97510082904662,451645.1837665748
3386,5,1,2,2,1,22.798713243911273,9.204371979042467,8.62380384524274,3524,1,1,3.816174997527731,3026,4.9127655361599025,408879.9551779609
1722,4,3,2,19,0,13.263183862713525,4.314365108847219,1.810628991159644,4797,4,2,7.370786827024949,2547,1.5370647430339648,292094.04677772324
4679,4,2,2,5,2,15.99736050623244,1.4099514036881726,5.442367576104175,3659,1,3,7.5117012107423715,4778,5.249652459710207,615832.1765928019
2171,4,3,2,38,1,11.729967692839345,3.7020440038724773,9.505503719437563,5096,3,1,3.9889631038401676,7511,5.650845708671197,288684.1742932415
2743,1,2,2,32,2,22.482616147659503,5.779984802897399,6.253976298804127,2578,3,0,7.022086152100848,6785,8.692148872835816,327351.6017443376
2287,1,3,1,0,0,23.741428197730308,4.673996403294089,8.169684504748762,5406,2,3,3.3280771625154486,8757,7.591141626831082,214523.7415895555
4732,3,2,2,36,2,23.135270515891612,3.4645826718933326,6.535607255451929,7311,2,2,7.544563536179377,4723,1.7137222727804773,584095.326444961
4451,4,3,2,5,0,21.955740020199038,2.1819092478788567,8.393708635378903,7335,2,0,1.144694309906998,2523,2.8824641508903857,504488.6797205627
4040,5,1,2,33,1,6.930625822091079,8.372480500866068,9.444878798452436,4105,4,1,2.3644789028678153,2972,3.8069891579345296,511326.81669831276
4366,2,2,2,14,1,10.801129397973884,9.965307179117726,2.7292172753273682,1707,4,0,3.205077957166926,5604,2.047669178183375,610231.2740200519
2926,3,2,2,25,2,14.625517614526572,3.9658792017149387,1.6966108125671886,6277,1,3,7.956419382878558,1616,5.112091638230415,426417.2483777318
3514,1,1,2,13,0,10.592996751402012,4.434589397589435,4.839907503325399,2780,0,0,1.5973862777596768,5515,9.85878271776282,404457.450414863
4552,3,3,1,6,0,22.89326580459154,6.562337722092614,7.018624268242158,6619,3,0,2.6925142934397783,6191,5.631515121139854,550956.4764251852
1195,3,2,1,30,0,10.551252203248685,7.4659732726198715,2.271912531822161,3413,3,0,4.227616949546746,6774,7.676939514908524,189737.59676871344
1328,3,2,1,23,2,5.0087305167747775,4.528265813232322,0.04101450430167075,6459,3,2,1.082574947376198,3621,7.146440179294116,223739.69159598215
1965,3,3,1,30,0,12.572173109400818,9.144365652836337,3.4293511583670533,5953,1,3,7.859088778369677,3093,8.649202915829242,294676.1142947258
1298,2,1,1,28,0,29.417518550689028,6.040035903060265,9.688593354677884,4406,1,1,6.040946347049211,4176,2.9415114141904852,62042.38855288431
995,4,3,1,31,0,7.550560975073701,5.053510687653379,6.949674606058467,7470,2,2,9.106114483180155,8484,7.784436355237254,179579.9608758755
4771,5,3,2,16,0,18.752601109353645,6.820054778439146,4.01325443941224,3161,0,3,1.279279292904509,4570,8.932197162751745,643912.7627008404
4960,3,3,2,13,2,13.556218445351483,9.575234634242559,1.9257609734684034,7940,2,1,3.4425161538968823,2066,2.5435884068221846,704693.9951636413
3102,3,2,2,39,2,3.0597124618304723,8.15097064979535,3.56089673754747,6014,1,1,7.581264916930319,3146,4.121219978092034,438861.0701509807
2419,3,1,2,35,0,15.148421573943725,1.360118174816119,1.6983943330124796,4539,4,1,7.07634477504077,1705,9.730915878984053,275993.5761248047
1317,4,1,2,23,0,21.362765530801063,3.9907891966596365,1.063058213129514,1608,2,3,3.187516965442371,3358,8.027090613818132,183897.29291606066
3382,1,3,2,26,1,15.883379299006744,5.234902164561005,9.067423725725538,1308,1,1,6.3611896147125595,4534,3.543317492837791,401057.8374437173
4177,1,2,1,24,1,26.291075848650852,3.8306581498819474,9.976503383754736,7544,1,1,8.143818877969784,4812,6.075475926800382,443030.2188155659
743,2,3,2,31,0,9.379173483069897,7.301688047474109,1.641144395957903,6439,4,2,1.3004263300115326,4768,4.638935105645309,154632.41711576845
3740,1,2,1,17,0,3.5012259678149826,8.43642234876323,0.5452255887827973,5307,4,1,7.458655571824734,6978,5.409686586944169,554378.5962405944
3538,3,2,1,17,1,28.160402738082176,7.582105856667444,3.2973110714621234,3364,4,0,3.26887358602578,3319,4.196495722516376,459589.0465427976
4236,3,2,2,36,1,11.967694136318352,9.903999581454478,4.616591807614153,1184,0,2,9.53066159680719,9163,3.5139791667730655,609002.0348106666
3822,3,2,2,25,0,17.715760992155367,3.452928831037262,2.0482124707585445,6324,1,2,5.843981992249975,6221,7.072867372522769,511514.93538419844
1767,2,1,2,8,2,23.968090657775683,8.874905455219793,3.0142491179855844,6483,4,3,1.3004756436815301,1209,8.006876335775058,272444.0206549954
3216,3,2,2,34,2,10.405096252391838,7.8996039865703755,2.008707356916577,6335,0,1,4.630875569042997,5834,8.865614104726102,445057.6206025322
1662,1,2,2,7,0,21.768771607150725,4.259608818023315,7.742605684324513,1245,3,0,9.69680672397537,3807,2.3979697058636926,174865.68090550415
2756,4,3,2,19,0,4.927146644717013,7.607120892912718,7.125779432472608,1238,3,0,7.573356939197922,4962,8.405699712807166,385385.54536795383
3582,4,3,2,21,1,9.447518668959653,1.9366836077642227,6.349515157609817,6924,3,1,3.7043110331781595,3390,3.2932074202935717,435914.0403704424
3894,5,1,1,18,1,5.196608447959077,8.104001341064972,3.8721785707920473,6510,1,1,6.177405648824796,6519,4.846027509190455,573221.6032049729
1756,1,3,2,29,2,24.525686193639377,5.790975423283924,9.09040941314236,1519,0,3,6.391912200576366,5794,9.11299317264322,192116.7883230317
1332,3,2,2,27,0,7.456827821576776,3.6306115543832784,9.6953254153502,6709,0,0,1.210133447048892,3444,5.090532408843418,134110.09161597773
4930,4,3,1,34,1,21.8047031067511,6.9019957160576215,1.73639312625412,4907,3,2,2.609500251242998,9332,2.773571806398846,655054.5432180333
1553,1,1,2,10,2,28.355653520123923,6.774579988429681,2.2301264141187804,1276,2,3,5.965992444810051,9483,2.43881789713406,172986.2255475927
3139,4,3,2,30,2,16.305394062997433,2.8853760044763974,5.256310280003697,5028,3,3,4.624773026416201,3864,5.2568538998692045,408827.9605840279
3924,3,3,1,38,2,16.660846575559944,1.2735767333037353,0.9125056928224529,6101,1,2,2.710340330681447,5177,7.8640518157889865,524106.58286198863
3901,4,1,2,35,1,14.369973474836549,4.902603282115065,4.364483988231128,7345,3,3,7.954018613777529,3607,9.974846295768712,530957.9854041792
2142,5,1,2,29,1,10.450814158415639,6.1256068240997905,5.817912647777101,5309,3,1,5.400953926108864,4936,8.086677655878116,285714.67293833545
1791,5,2,2,22,0,14.793995896822597,8.889447505335387,5.220735711373331,1605,0,2,3.7897582813016424,3917,8.893107630485682,306419.5090378022
3593,4,3,2,18,0,18.481418435736025,9.35395116082835,3.3090858307802606,5573,3,2,2.4550961177417134,3218,7.730491248413992,519780.0540367983
3281,1,2,2,11,2,29.593755592949123,5.759246963410898,5.424458060772068,5603,4,0,6.500470265124678,2797,9.058915906804954,389282.94847747346
1817,1,3,2,14,2,28.195172220228503,7.784231353916904,9.588009542588479,6194,4,2,6.996351723952338,9771,1.6866418898252191,219417.14617604567
2140,1,3,1,30,1,26.00243579050053,4.953729450951972,2.0601740429137605,5053,2,3,7.026374949193857,3573,9.36938439083481,278415.6706501116
3836,4,2,2,36,1,26.784785535440893,7.714739409156037,6.548313583940036,7812,1,0,2.982586242598325,3589,4.567655383530905,503206.9329645866
2986,1,3,2,36,0,14.567626315469246,2.8432137244525024,0.4339669415605185,3712,1,3,6.3580456650011685,4283,9.294528009524,406702.6526657424
4319,3,3,1,14,0,20.06588548814648,4.339582613231783,0.6641640448143493,7073,0,1,9.148658183725846,2461,1.68159553713528,536903.6740756552
1988,5,3,1,28,0,26.95693496515021,6.708051989322533,5.51828224223585,1141,1,1,4.178688406866888,5417,7.437186614090223,280483.45295846055
2456,3,1,2,25,1,12.39557218474924,1.1634216904637094,1.0493918032794947,4661,2,0,2.896902393776597,1713,7.621198738031841,337079.6843197159
1965,1,2,1,1,2,28.891111872018595,7.502151793050586,0.22346788426857334,3369,4,0,7.949345644186858,3423,9.972198003679955,264184.23565931135
1099,3,1,2,19,0,13.057795800006307,8.519819511413502,1.715129976480222,2717,0,3,2.5919464614350627,8220,7.919697436208324,183882.713575972
2280,1,2,2,14,0,18.431397296403254,4.592274949845563,5.648491709995744,5556,4,1,3.2837384835540275,2890,4.44316335234046,247901.978292963
1110,4,2,1,3,1,21.584336684898787,5.031481754594479,7.033409545189324,7850,2,0,1.9057995488076624,4567,6.015236964566908,116402.35546557832
4912,3,3,2,21,0,28.56716837920221,8.661539909948779,2.0247856414138,5765,0,1,3.4108688446720237,6375,4.298958443499313,605432.3258828181
1924,4,2,2,37,2,8.093871947515716,7.9808917179343,6.682594372081745,7197,3,1,4.693015595934805,3147,2.764167807743723,263077.19434869057
1755,4,1,1,22,1,22.637798368920627,3.593345401300375,1.8247633109922934,4427,1,1,1.57742075748692,2806,3.2365209475204617,246898.6819411252
2427,2,1,1,25,0,16.103651998178385,3.915784959053851,6.134574266312571,3324,2,3,8.845380198075706,5051,2.9980948084688883,220863.96676719794
3741,1,1,1,10,0,8.78815707799859,7.10990409151537,4.119596798957988,2844,0,3,5.623073129950171,9751,5.939337971468916,449726.4301696041
4086,5,2,1,27,1,23.521598354095325,6.068782832033451,6.537995093336168,6714,4,1,6.292932686996774,9820,9.15544571078704,500541.68609371583
2410,1,1,2,1,1,17.01444612504155,2.4600661398684727,9.950527524792474,1399,0,1,4.34157180790109,4762,9.214539634795578,225174.55505596267
3523,5,2,1,7,0,20.1682407988406,3.789369183062498,9.378169652325619,5763,3,1,7.0285170659852065,9240,1.4928739977324295,378594.5457526279
2814,1,1,1,28,2,10.364130988759129,9.099849491907888,0.04281757836103628,3563,2,2,4.886035622659277,7910,1.7190946085670418,411229.0243283063
4786,4,1,1,10,1,14.956944603000546,7.193569930500371,8.854387643623058,2522,0,2,7.8518239708532045,7173,3.2060715145510916,555930.0190579415
1313,3,2,1,36,2,18.903273278653945,9.873768859169676,0.6649079517476653,2334,2,3,8.392619291638665,3132,3.2955350722252743,263116.05289049225
4202,3,1,1,17,0,12.742413613825475,7.903112769826925,9.530465861598449,6390,2,1,7.046642006978705,7932,1.85400257715326,484122.1618385179
4734,2,3,2,13,2,6.752803655583338,9.477769889292311,2.818256790996847,3623,4,2,5.422020572568075,2525,4.496170070560964,661323.1841300785
4122,5,2,1,9,0,28.887574277143816,2.9456971648342787,3.8203483041127093,6568,1,0,8.040424155420048,1328,6.289528534221585,504926.37627219886
4868,5,2,2,34,0,15.832558661235904,7.9433638733523315,0.9163820517572785,7255,3,0,5.448567802643642,3657,6.203459805395173,670681.8487392005
1843,5,2,1,8,0,22.283690738343314,1.1819576813301769,1.122727583289096,1238,0,1,2.003589139326119,9779,5.890867131327334,255383.60139686344
4309,4,3,1,34,0,12.920368613125685,7.036840195403805,7.2674056522931965,4215,1,2,2.0470620091969556,6972,4.048047323987475,552009.4132100625
1681,5,2,1,10,2,11.298821156745774,5.223540503082172,9.443322357482916,6139,4,0,9.53724825669701,6368,7.358101167849226,241997.77431341974
1055,3,1,1,11,0,12.807764655546624,4.120840647280618,6.107484949543095,4647,1,3,2.922067076120885,6971,8.438355468829641,133159.22188840728
1494,4,1,1,2,0,12.866702669783844,8.761639170637801,7.1585001552681105,6408,2,0,8.343324919197787,4205,4.116468398296676,186942.5960845521
1984,1,1,1,38,2,16.781223362316652,8.688409233917776,7.619697445971535,2616,2,3,3.2203486654752567,7833,1.7698182336951578,244149.07370262596
2558,5,2,1,13,1,16.760626229459533,1.2007153440877922,2.6281427455294173,7340,3,0,4.877020844711348,7141,3.6669722598267085,372879.73109084787
3672,5,1,1,27,2,15.417460660603279,6.485546102044879,0.45229630920214925,3429,0,0,6.894533008883297,8532,2.236317891174125,534184.6189466938
2596,1,2,2,10,2,4.908787762605705,4.310490018888608,0.018727439191685846,4652,0,2,2.429804556063137,8907,5.2062285450446275,397771.2873278336
4885,5,1,1,38,2,15.386188876515403,4.740949013504043,3.5064928295401865,2721,4,0,7.635218395274897,2598,2.4034163618447044,639025.3344858569
1104,1,3,2,24,0,5.904013112198893,8.488366652968985,2.414642281992161,6836,3,0,7.209216753008844,4851,5.165602818921796,182488.30214500442
1814,4,3,1,20,0,4.657937802577189,3.7885579437491046,0.6231772504918565,6611,0,3,5.8877460019520464,8582,2.98902603092183,291751.78416607523
2131,3,3,2,9,0,28.046725802893864,9.48743929573858,1.7952829249366675,7307,2,3,6.093007804381892,8823,7.648579949161626,315894.52375543676
4040,1,3,1,14,1,18.543550381283424,2.616704437349267,1.244988982679478,7749,3,0,1.9519461416943136,5607,1.2481141675226106,533936.7730484694
1423,2,2,1,18,0,20.125211685612943,6.9645018103136,9.148783806173704,2272,1,1,4.9235423539161,6507,5.99271673448733,207008.83731700727
1528,1,1,1,21,1,12.65201643966755,7.048945603123882,1.4026721345916893,4139,3,0,1.7791425582186213,6934,2.5253944742805103,236118.42908291455
733,5,3,2,20,0,27.360445865531062,3.2697564528512637,5.376484639876792,7998,3,0,3.7707696193015954,6568,1.0089267802266435,83543.78290410663
2705,4,2,2,31,2,19.4999841978103,3.9227554807048177,5.9310595511216455,6140,0,2,9.102809269815701,5659,8.822800792583264,334350.9407028524
4227,4,3,2,22,0,23.305926216184037,8.513186433219463,5.434894577086338,3878,4,0,6.170800604993128,5398,7.043750090326609,595720.1640132449
2452,1,3,2,12,1,11.6883116018037,7.856247294594572,0.9905643421598798,2535,4,0,7.6843309433741345,7242,1.8904853984547105,361922.8842347107
4775,3,2,1,4,1,28.84034454375464,3.961862922832836,3.187983617505512,7740,0,3,6.164972806383031,7611,6.9766513091547,581763.0328993421
3533,2,2,1,3,0,24.793377414591134,5.805608922414405,0.5127033246315327,1535,0,3,2.7481308220598417,7712,6.504825994638387,430604.0281022844
3884,4,1,1,27,2,25.764505427421767,1.555122666277859,3.95669914096316,7254,0,3,6.353274842019023,3023,5.26021018338883,496931.77660128847
4898,5,1,2,13,0,5.993633755346874,2.878712941587663,1.88598931271592,1948,4,3,7.798492695749724,7176,4.773322885830526,651971.0361546456
3411,5,3,1,7,0,8.857933028265366,5.372385029743592,5.616325332843798,5958,0,0,2.2456450258032477,5507,8.983627866241614,458659.75480457436
1850,3,3,2,8,0,9.283171390823735,1.7737636175129043,6.928083938491005,3642,1,1,8.352160390851264,4185,3.2063321790770614,218929.38195933463
4112,4,1,2,34,2,8.856367474159264,8.589991194027437,5.3211986020470645,4941,1,2,5.998529610804662,8723,4.584790513120449,558572.9097254466
1856,1,1,2,36,1,25.806836701024352,7.462055890968831,4.342366966113957,2021,2,2,1.0384768195190317,1195,3.9620387160534456,211904.1607876068
3976,5,2,2,20,2,1.9246590610491712,9.492703035836453,3.8733342085669245,7603,1,1,5.678006377041792,2106,7.9408092613297026,606263.061941538
4086,3,1,2,17,1,3.2068996804424548,7.2412021536762445,8.416917680970037,1433,3,1,4.561043429231466,3789,9.248187756092854,525133.15710325
4184,4,1,1,32,1,8.943531248267208,9.46361235035967,2.1936806506527007,2403,2,2,3.668018601609888,9730,8.648035288662074,573865.6277253226
1996,4,3,2,7,1,6.796316264833866,5.990613001218685,7.342183395288688,4511,1,0,7.941314979260877,5784,8.179335372697917,286609.11680017755
4237,4,1,2,16,2,7.723928802602603,6.401967499557724,7.57482324740119,3935,3,2,9.095498952929658,1718,9.881109510130747,539779.3741947984
3930,4,3,1,30,0,24.140352488345698,9.792739491636349,4.192000072707344,5878,1,1,7.863877804105992,8076,7.274300953693467,516925.37503940373
3303,4,1,2,33,0,17.33067122286936,6.779162321778343,2.973005992256393,6083,3,0,8.62095323431786,4995,7.759484120921804,427179.51656126295
1070,5,2,2,5,0,1.1673491774960718,1.2770791197467193,4.7054148604597525,5264,0,2,9.179028488900558,1305,9.84522285734517,179841.61179291081
1953,3,1,1,21,0,13.450360205421662,7.51422498967471,0.932139258926985,5804,3,0,9.2136638023883,6430,1.0629170685925668,265546.81185744016
3383,4,1,1,13,0,12.82866287866041,9.149218229236741,0.4593003222908998,6060,0,0,2.031743286970817,9579,6.706435387927285,490447.26037478424
3431,2,1,1,2,2,4.304412813891762,8.16022224814894,1.1160319945189179,4333,3,1,5.107469399984453,9916,7.650743787579606,479691.50736193534
957,2,3,2,11,2,20.608111869442258,6.254499453628804,1.8714503146222616,7870,3,3,1.0025782695361927,9186,9.260443483814754,155958.4343211968
3619,3,2,1,35,2,21.36081846300524,7.041731617841647,5.04176820338043,2602,1,2,5.5581632623330535,3596,8.954598737659085,460442.4951738973
1267,1,1,1,11,2,21.905903352510833,9.911726103265046,8.49136636161122,1228,3,1,9.318195409094118,3435,8.57764613110415,144192.42241243075
1745,1,3,1,1,2,22.12565742119917,1.815958796584045,2.35642331999687,6280,1,2,2.7919206135835606,9370,9.512121447475334,230394.2798968099
4785,1,2,2,1,2,1.0015319810366072,7.005203457699156,9.351620107467781,5522,3,3,6.7580796588992165,2903,5.836412691223368,606203.9748722373
4319,2,3,1,14,2,28.663703311554944,3.5505792511353444,9.549079089350034,5217,4,3,6.799411417761043,4383,1.0622808602634408,510828.8585086272
3345,1,3,2,22,0,24.612054244585227,6.7608135692755305,9.589046048452053,3196,2,3,2.4431858621899565,5175,1.0994895882730857,399955.44109820353
1139,5,2,2,28,1,27.215469201089274,6.468612182955449,8.375627346763238,3899,1,3,3.146746953857143,8181,5.901751500560723,149672.4543390171
3379,4,1,1,16,2,1.45365556391559,2.381111488973459,3.638250407977206,7848,1,2,5.158196055642169,5542,4.917450149775472,438622.44571648573
4736,2,3,2,31,1,28.08190507778644,2.860719811662152,0.7268391100262306,1110,0,0,2.693884388089109,6491,5.061205480289036,588989.6990819483
4375,3,3,2,6,2,24.483867331955036,6.594666202388922,5.688187317664949,2244,4,0,6.264945806720582,9287,4.603642634890333,540101.9174367196
3108,3,1,1,29,2,25.27935514580226,2.1540695257339673,5.586814439372337,7023,0,3,5.360875579200421,2283,9.259532281821121,389001.0177357046
3379,4,1,2,27,0,3.705334156937087,3.3866278761729056,8.499757671095956,5159,4,3,5.672783606611358,1247,4.232533160528109,450252.1850198619
1524,2,2,1,13,1,22.424562838639332,8.517209929642021,9.959910509461052,3685,4,0,2.2102079753849972,7642,8.706042475867749,181903.7743546309
3556,1,2,2,29,0,28.837583999620637,3.9438235540147475,5.081573065601476,4801,3,1,5.655266428947791,1981,9.125783144124767,410362.11516440276
2181,1,2,2,16,0,20.67787290112666,5.392541406426966,3.4520403103978428,4867,0,3,1.4453037194872538,5363,5.495515929990593,268181.5429218298
3924,5,1,1,31,1,17.546280734113587,9.470263016312563,1.85901711556267,2377,2,0,8.933817682105134,2565,5.022442336285795,550446.7521136128
855,5,3,1,5,0,28.423260654720913,3.044341799532517,0.04799824817370735,6004,4,1,4.089247217250332,3141,7.849185437939021,123690.11558442237
2438,1,3,2,23,2,13.845176530298644,4.506634156222093,5.091136924888792,2771,4,0,8.707035923521367,1735,7.371743568758942,321286.2119411535
2544,3,2,2,5,2,18.379513423003882,6.458119979891911,5.555186667025957,6604,1,1,7.314907318703595,1448,3.9568160493658535,320302.20513734495
609,3,1,1,26,2,14.81381051133662,7.79805036553575,8.249384798173974,1012,3,2,7.895553303674629,8534,1.9229331333218191,91324.0679685551
3471,5,3,2,17,2,28.052540419448675,9.114880480414346,5.045769678928006,6272,2,1,3.830900450850305,2835,3.383671601642323,480476.7369029076
1397,4,2,2,23,2,3.2064570761997104,9.239256888161636,9.164683486660564,5334,4,3,3.0496954585064966,5715,2.1792565523106906,268207.02512870706
1615,1,3,2,36,0,15.532471323935097,7.989760669353607,6.280834765714355,4261,1,1,4.660664984570033,1613,3.6525904819902224,232050.57111335418
2424,5,3,2,23,0,20.92162080017771,3.054977529339794,8.403362382210831,1662,0,1,1.218032761715194,7234,3.3563940902271914,306178.3490213006
3736,5,1,1,37,2,23.96528961424487,1.2232839703830922,1.483017348077471,6205,4,3,9.268801091815146,6628,6.739402814980422,471785.925444091
2793,1,1,1,33,2,17.907540775879955,4.453965373200614,8.553361303023147,4092,1,2,4.483128393695121,1876,9.590464256093018,336261.6453682797
823,1,3,1,39,0,27.358614579522165,2.27393965889041,6.751438544438484,1693,0,1,9.897009443592085,1671,7.171693590974352,62553.30640180774
4758,3,2,1,14,1,28.31775195963228,7.393488826944683,1.7023303243833054,4390,3,2,7.8530447872667155,2630,9.339844672581126,614009.1071774813
4525,4,1,1,10,0,2.865257472613922,6.950175281431451,1.8976355814601087,2181,0,0,1.7246350881937942,8439,8.05719032747599,614581.9044802453
4600,4,3,1,21,0,12.668745646699856,1.3957447745930935,9.265006190442213,4018,4,0,6.941694500583184,1360,7.5508985986405595,545703.1111323237
2233,1,1,2,23,0,1.6803116299134788,8.52934401217856,0.32215360450372876,2504,2,3,3.4375524835415963,8373,4.7265574619200725,330721.14601725014
2752,2,1,1,0,0,10.553083063858844,3.2386893966206403,4.625349432957061,2902,0,2,3.193467810232421,4901,3.9231505257703176,288710.4978111197
1110,5,1,2,17,0,16.56917832114746,4.89004367941938,3.1347528993410156,5171,2,3,3.3090640291289155,1797,8.616496352256274,136614.4634345911
984,5,3,2,11,1,27.413052984788518,7.0114036191016815,6.6507743999842805,1328,2,3,9.244675438235353,2783,9.148539096361048,161748.10215943394
1004,1,2,2,27,2,25.550075351496684,4.86476908167028,8.39629387568992,2439,0,1,5.499821584642374,8051,5.066942442858388,122293.6313860783
2600,2,2,1,39,2,4.697492073487586,4.97159022519949,3.6037812155656956,6348,3,0,7.025238089304453,1066,1.0815678836797997,375200.9205529458
3356,3,2,2,6,1,3.6978808674859756,1.5906519580216634,4.269020873228372,7295,0,3,3.5285304321973063,6677,8.132779530158235,426986.9748446047
2268,1,1,1,22,2,18.088752823943345,4.612991943340035,9.819177845014142,4846,1,1,5.706590096666064,3090,3.5656195642506248,202456.1340723678
2060,1,3,2,20,2,16.431421201304698,7.883631038979852,7.839165096792028,5167,2,1,4.150901243900709,7070,1.0889907851522866,285571.7023242584
4236,5,1,2,33,2,8.724951601470693,9.23658703467938,8.972041309317914,1224,4,2,3.8902513635676064,6932,8.244897030785099,543904.8397849281
3324,1,2,1,10,1,27.084139452061223,4.721474233570346,4.387622206516298,3520,2,0,3.22271963173191,9425,5.656727699352084,398470.4451891664
4778,1,2,2,21,1,27.89362587438505,4.81227244191171,2.3407620398411524,4714,4,2,4.681062086440605,2055,7.166896717046222,581046.0793432147
2648,1,3,2,34,2,12.675731711864717,7.323643956912869,4.118634653864516,3407,1,2,6.940270995670207,7256,9.232208390300297,380762.3216288771
4746,5,1,2,28,2,26.818774156292086,9.48494800994749,7.160919178315135,7683,1,3,2.998393984603981,4347,5.870564471242949,594852.7916360184
1316,3,2,2,27,2,12.134517933626206,3.403548462154242,1.0943040483597932,1810,1,2,9.688995881896151,5101,5.528746653210692,226681.46580439305
2423,3,3,1,17,0,22.367688123061303,4.961297858841432,2.704691056165088,7752,0,3,2.121505088173,8507,3.615959092134372,324509.18762980227
2681,1,1,2,13,0,14.802324308884,8.16375919197071,0.46635900461590385,4117,2,2,5.321864869492927,9685,3.7467445099595738,341963.5036224101
4019,5,1,2,17,0,4.554911538708307,6.487242124366347,4.323477383381316,7144,4,1,1.7652539471981448,4179,8.168878594266813,521072.0646504248
2174,3,2,1,27,1,27.910091835873626,1.9952770956755925,8.274457359796132,5773,1,0,1.2039878896210898,7214,5.041263210273433,177414.82432863823
849,3,2,2,23,2,14.168801207948562,6.649594620060391,0.246636882980108,4290,1,0,9.30409587728527,2363,2.4717358774730833,177441.7212554539
1273,3,1,2,7,1,22.300124169349704,2.680716561375942,6.75323526807166,5386,4,0,8.293463145555707,8267,1.8507588760044604,157678.25125071776
2765,5,1,2,7,1,11.648040618507473,5.591943406705638,9.324958745137396,6577,2,1,7.247398358130025,2056,5.256281051756014,358790.5264313034
1370,5,2,2,3,1,1.5475454787108052,5.761929408943947,2.369278615111823,3251,2,1,8.786717318349503,1142,5.184595212559574,266083.7881510345
4562,1,1,1,26,2,3.9153804020632412,8.885830260024864,6.936348407276482,6321,4,2,8.225635806727556,5831,6.8811245038485644,561803.8517592795
4963,4,2,2,35,0,15.390364905207807,5.162448466111943,9.751019011002004,5661,3,2,6.82513948887753,8799,5.239607299706266,612281.1639583117
2584,3,1,1,4,2,21.00896635666451,3.514981800123048,9.622780601524632,3529,2,2,8.626080931915322,3264,2.2912813372079324,276891.32584055327
1677,4,2,2,32,2,10.707324470799094,3.078697133944284,2.349291930291433,6911,4,2,4.517204981140948,2924,5.570225963186622,296272.4794918644
835,5,3,2,33,1,21.16916531615186,8.868266890159024,1.003310532120687,5606,4,0,5.974766499116135,3481,9.161104634974226,178558.08482775293
988,5,2,2,29,1,21.260432093526724,2.5390976897640556,1.4828253789591594,1923,1,2,7.986795876807811,7977,2.4349727045819116,151355.4560495996
3637,5,2,1,7,1,21.414141312507095,4.832817047948294,7.020356684821421,7421,4,1,1.7631821462171198,8896,7.207791768799741,439687.90693658474
2448,4,3,2,38,0,15.283133766594744,2.684558034342523,7.2575887545327555,4052,0,1,8.727809204462355,4125,6.344733384689739,281171.03394811356
3414,5,1,2,25,0,27.531698353523616,7.959736361029378,6.74236561628199,1015,1,1,2.4114741012694454,8050,7.7372715404062244,393477.8320802905
3974,1,3,1,36,0,15.186699021437851,5.269353759771571,3.3607838774223806,4596,1,3,8.780871276077853,7011,2.355402460848335,506392.2088093438
3878,5,2,1,33,2,14.057690611402506,4.1602932150113086,1.6977693975812214,3403,2,3,3.801995844696343,5150,9.474448032153951,527917.6785721704
1852,2,1,1,6,1,6.782043751308183,4.249896765638201,5.807610919522531,5451,3,3,3.941045613722966,8004,6.5886978499044275,155144.613304105
